sentiment	productId	userId	summary	text	helpfulY	helpfulN
		A2TC60J92792EP	Best beef jerky so far	I've been trying different beef jerkeys and by far I find this product to be the best tasting. nice meaty chunks and very flavorful.	0	0
		AIST7V8XF4A18	Good, But Sweet and Tart	The Switch Juice is pretty good!  It is 100% Juice, and LOADED with complex carbohydrates!  It has to be loaded, considering the 135 calories (at a little over 8 oz), and the 33g (!!!) of sugar.  I did like the sweet/tart taste which reminded me of the candy with the same name.  I also liked the fact that it's carbonated, but not too noticeable because of the sweet/tart taste.<br /><br />The pros of the Switch Juice are:<br />No Sugar Added<br />No Corn Syrup<br />No Preservatives<br />No Artificial Colors<br />100% Pure Juice<br />All Natural<br /><br />The cons:<br />The price per can (considering 8.3oz size)<br />The calorie load<br />The sugar content<br /><br />So, if you like juice and are looking for something to drink after a long workout, this one is a good choice.  You get energy and great taste in a somewhat small can.  Gatorade is much cheaper and a better choice for quenching thirst.	1	0
		A1YLOZQKBX3J1S	good, tasty and easy bread	howdy y'all,<br /><br />this bread is pretty good. the potato flavor is there, recognizable as potato bread [if you've had it before] and not overwhelming. makes a good sandwich bread with meats or an enjoyably different pseudo-bruschetta base.<br /><br />made it with vegetable oil and olive oil. as usual, the good olive oil makes for a somewhat better flavor.<br /><br />rated a THREE cuz it's just exactly as expected - average with no surprises.<br /><br />take care,<br />lee	1	3
		A1SJMAF4M4WCHB	Check the EXPIRATION DATE!!!!	These candies are great if they are NOT expired. I have ordered these candies from several different sellers on multiple occasions and I have consistently received expired products. Additionally, some sellers put company stickers over top of the expiration date so you can't tell when the product expires. Beware of the following sellers as I have had trouble with each of them: Toys Samurai, ABCTOY4me and ToysDiva. I have reported each of them to Amazon (4 different complaints in the past 4 months) and Amazon has done nothing to stop them from sending out expired products or products with hidden expiration dates. Good luck.	0	0
		A119HR3WKJPKD	My favorite k cup	My favorite Flavored coffee!!! This is not available in any of my local stores.  Better price than I have found at any local stores as well.	0	0
		AEAKBRR84QUMQ	Excellent mix of spices....LOVE IT!	This is a wonderful mix of spices.  One of my favorite uses is on chicken on the grill.  Try this out:<br /><br />5-6 cloves garlic, minced<br />1 1/2 Tbsp. Luzianne Cajun seasoning<br />1 Tbsp. olive oil<br />2 Tbsp. lemon juice<br /><br />Combine ingredients with chicken in a gallon size zip lock bag and marinate chicken legs & thighs for 2 - 4 hours.<br /><br />Mix up a second batch, and brush over chicken while grilling, cooking on all sides.<br /><br />Just made this yesterday...excellent!	0	0
		A159699NARVH23	Horrible. Worst Root Beer EVER!	I love Sky Blue sodas. And when I saw the Creamy Root Beer, as someone who loves all root beer, I ordered a case. Got it today, chilled a six pack for a few hours. Then poured one in a glass. Tasted it. Almost vomited. And then proceeded to dump them all down the drain. Horrible, horrible taste. I don't get how this can taste so bad, and all the others are so so good.	4	2
		A24CK08H4TDRUE	Tiger loves the cat grass..	Tiger loves the cat grass..It only takes about a week after the grass is planted to come up..So it grows very fast..I planted it in a pot outside it did very good outside..	0	0
		A2BTKW7194ON92	Cooked?	"My son wouldn't eat it either! I tasted it... I would not eat it, also. Tasteless, unappetizing in texture and  flavor.<br />It says ""minimal processing""... does that mean it is not even cooked? No wonder our babies and toddlers hate it!!! I would NEVER knowingly feed my child or myself RAW meat."	1	4
		A3U1WPDQLP9CQ	Tasty Carbonated Orange Juice	If you like a little fizz with your juice this is a good product.  Tasty and refreshing.  However, like all juice it is not low in calories, so don't buy it expecting it to be more like a low cal fruit flavored sport drink.	0	0
		A3HPCRD9RX351S	Passed the Taste Test	No matter how wholesome a snack may be, it's worthless unless the girls approve. In this case they both give the Science Diet Jerky Treats two paws up. I like that beef is the first ingredient in the recipe and there are none of those unrecognizable ingredients created in a science laboratory.<br /><br />The treats are a nice size and have just enough chew to satisfy. For Piper, our shih tzu with a few missing teeth, I break the treats into smaller pieces so she can manage them.<br /><br /> On the package:<br />Use within 3 weeks of opening.<br />100% satisfaction guaranteed<br />Keep this bag out of the reach of pets and children.	2	0
		A23CTC7FCPE0BY	Pop0chips	The PopChips were great and they were fresh when they arrived. For the price, I wish there were more bags of chips for my bucks.	0	0
		A2H5RIAZ70GNWN	My Pop Chips were rancid	I have ordered my Pop Chips from Amazon for months. The last boxful was nasty. My whole family agreed and we threw them out. They tasted old and rancid. I wrote this to Amazon and never heard a word back about it. I just cancelled my regular delivery.	4	3
		A1TKVL7VNZZWX1	Works for me!	I really like this flavoring. I try to stay away from sugar and artificial sweeteners so this was perfect because it contains absolutely no sweetener so I can add my own (mostly liquid stevia).  I also love vanilla flavoring in many things I make so I sometimes use this in place of extract which can be pricey if you use it a lot. For example, I make my own almond milk so I like to add vanilla to sweeten and lighten the taste. This works better than an extract because there is no alcohol taste. I also make blueberry syrup with agave and this flavoring and it turns out very good. I put it in pancake batter and the flavor still holds after cooking (also with cookies). I use this all the time and now I am not dropping $10 every couple of weeks for vanilla extract.	0	0
		ARFW5OX658FE4	Tea	Purchased this tea because of recommendation. Product arrived well packaged and quickly. I am very pleased with this product and will purchase it again.	0	0
		A3FIV3X7H4VLI7	Not as good	My daughter did not like this flavor, she will eat it with a little bit of vegetable or fruit puree every other bite.  It is a bit of a struggle, and honestly it is a strong fishy smell coming out of the package.  This is also a chunkier and drier pouch compared to the other flavors.	0	0
		A22D10SGYUVKSW	Great Taste, WAY too expensive!	This is great tasting coffee, especially for decaf, BUT I couldn't believe there was only 1 packet of 24.......my mistake, there are usually 50 or more, I didn't read through the description......I will buy this again if the price comes down.	1	4
		A24THIY1YQSGQ2	very salty	this is a good name and a good value; the texture and size of the jerky is fine,<br />but be prepared for the salt. It ruined it for me.	1	2
		A3TDUTGG4C51PQ	Only 1 Box!	The picture of this product shows 3 boxes of rice.  I received the order today and there is only one box.  This means I paid $9 for one box of rice.  Insane!  Otherwise, it's a great product, and I highly recommend it for people wanting to make meals quickly.	0	1
		A3LFZ77WA9XVYT	Rejects????	I ordered the case of twelve.  Every single can is dented...badly dented.  Were these rejects from a grocery store?  I do not buy dented cans in the grocery store, and I was not at all happy to receive an entire case of dented cans.  The packaging was fine, so the cans had to be dented before they were packed.  I am rethinking Amazon's subscription service for food items.  There is no savings if the product is virtually unusable.  Unfortunately, I cannot comment on the actual product because of the condition the cans arrived in.	1	0
		A1B70ZEWQ6UH1A	good idea, so-so product	If giving your kids, or yourself, carbonated juice gets them (or you) to drink more juice and less soda, that's good.  But the taste of this is similar to the juice in juice boxes.  It's a blend of juices with a fruit punch type of flavor.  It's also quite pricey.  Interesting once, but I won't be buying more.	0	0
		A3S87ZOPB3UM9N	Smooth rich coffee, but better with my proportions	Smooth rich coffee, comparable to a local favorite.  However better when I used the proportions, I prefer with my coffee maker.<br />Often I find, when I follow the coffee manufacturer's recommendation for coffee, I find it too strong.  This was no exception.<br />I prefer 5 coffee scoops (essentially 15 teaspoons) to 64 ounces of water.  The manufacturer recommended 2 teaspoons for each 6 ounces of water, which would have been about 21-22 teaspoons. Slightly different, but harsher tasting.<br /><br />All in all a good cup of coffee.	0	0
		A3NNO32KVSYJTO	KEY LIME SUGARFREE GUM	I really like this gum. like all of Wrigley's gum products I've tried, this is absolutely great. These Dessert Delight flavors are truly delightful.	0	0
		ATMMHGCOW9BDV	Yum!	These are super tastey! I would definitely recommend. The only reason I'm not giving 5 stars is because I wish they were bigger! :D	2	0
		A1Y54O9NW57TG6	Nice but too pricey.	If you need a biscuit fix this is good, but costs too much (Should be 1/3 the price). A better way is to get the book 'Carb Wars: Sugar is the New Fat' (ISBN 0979201802) and use the cooked gluten flour secret to make your own for much less money. (The Popovers are great!)	12	0
		AHRNDSKWH1YBT	WHOO WEE That is a Sweet Drink!!	Don't get me wrong, it is good. It is sweet and tart. It is slightly fizzy but not overly so. It is just big enough to quench your thirst before it gets warm.<br /><br />But WOW, it was sweet. I mean, this is Kool-aid meets Grenadine syrup with some lemon-lime soda tossed in. So if you are looking for something like soda water with a slight flavor, just keep going. If you want a sweet drink to get rid of a craving, then this is for you!	0	0
		APUPO3NIF1J8T	loved	looking for bits as real blueberries seem to have no flavor these days.. these were very good,  Would def buy again	0	0
		A36EA1M8V6GNPG	Taste yummy but watch out for yeast extract intolerance!	Yum! I had tried the original and the Bar-b-q and really liked them so decided to get the variety pack. For whatever reason the 24 pack is cheaper then the 12. The flavored ones do contain a yeast extract which is similar to MSG and gave my grandmother a bad headache. So if you know anyone that has a sensitivity to MSG, do not give them these.  These are tasty and a nice substitute for a greasy potato chip but they are not filling. You are better off eating a granola bar.	0	0
		A1UCF02ZD1ML5M	Fave K-cup French Roast	"Love this blend, so was delighted to find it on your ""Subscribe & Save"" program (at a better price<br />than w/Keurig.  So REALLY disappointed to learn today it was no longer available on said program.<br />Shame on manufacturerer!"	0	0
		A3C6T903HRU0TQ	VERY DISAPPOINTING	We have this model about a year now.  It hasn't worked right from the beginning.  We often had trouble closing the top.  Sometimes it doesn't work at all.  Other times it works like a charm.  When it works like a charm, it's not uncommon to find coffee grounds in the cup. It's a mess.  I bought the same model for the office. The experience was similar.  Sometimes it makes a full cup of coffee other times it doesn't.  Sometimes it won't even work at all.  We have to turn it on and off and cross our fingers. A friend reports these problems as well.  I agree with the reviewer who says, DO NOT BUY.  A waste of money for the machine,for the K-cup that couldn't be used, and an exercise in frustration. We're in the market for a different brand.  When Keurig first came out, they had the market.  They have a lot of competition now . . . which hopefully will make it easier to find a machine that works well.	5	0
		A2F3F2FZ5YAKKT	A great discovery!	We love this sauce and are hunting around to find it and to introduce it to others. Sort of a wasabi mayonnaise--and terrific on fish, potatoes, and many other things (we're eager to discover more).	0	0
		A2S3VA3J6K9E1S	Bitter tasting	After reading the positive reviews I thought I'd give this product a try. I do not know how anyone can say this tastes like sugar. This stuff is awful, the after taste was agonizing. I could smell the difference in the coffee let alone taste it. I am so glad I do not have to use this in place of sugar I was just trying to cut some calories. I am so glad I have alternatives to choose from. It's Splenda for me. The site would not allow me to place the review without giving the product a star but it is a zero in my book.	6	9
		A1G0VFQ9198IUF	i love candy	i love these pop.  these are rather small pops about 1/2 the size of a tootsie pop.  they come in many flavors.  i think this bag is great in the long run.  300 just think Halloween.	0	0
		A18WKADVOE3BJI	Good for kitty	It was hard to grow but once it grew my cat loved it. I haven't found any seeds that work well yet, but I am still looking. I would buy this again is=f I had better luck with growing it.	0	0
		AO4UH9E8UN2ZJ	Very cute pops	"I ordered the lollipops for party favors at my son's 1st birthday party.  The lollipops are 2 inches and I used 1.5 inch ""thank you"" stickers on them.  So cute!  The description states that 16 lollipops are included in the order.  I ordered 2 boxes and only received 12 lollipops in each box.  I contacted the seller's customer service.  I received a response and apology right away.  They promptly corrected the order.  I was pleasantly surprised to receive another full box of 12 and not just the 8 I expected.  The lollipops are wrapped in bubble wrap.  Out of three boxes only one lollipop was cracked.  Not a big deal to me since I did receive an extra box.  Great lollipop at a great price."	0	0
		A2CYZN9K7ECMV5	Have to make the tea strong.	I am having to change my original post on this tea. My husband and I both suffer from sinus problems. I made up a big tea pot (with 2 tea bags) and let it steep for 15 minutes. I had 2 cups and my husband had one. Neither of us noticed any difference with our sinuses. A few days later I decided to try the tea again. I brewed one cup of tea with one tea bag. I let it sit again for several minutes. I guess the first time I tried it I did not make it strong enough. This time I noticed a difference as my sinuses are a little clearer.	0	0
		A31FFU8XFPO3F1	Biscuit v cookie	The product has withstood the ravages of time and is a Brit favorite. The product packing was good but the box the seven packs came in was very poorly packed resulting in a 20% breakage	0	0
		APBYD0H2SWI0F	kittens will eat it as a last resort	bought both the savory seafood and the chicken and wheat germ, as the kittens liked the fish, chicken and liver flavor.  They are not so fond of it, but will eat if there is nothing else.  Also, they will only eat it as soon as a can is opened, there is no hope of putting half a can in tupperware and feeding it to them later. Oh, yeah, and STINKY.  But a good product if your kitty likes the taste.	2	0
		ADBCO3SNTV445	1 Star may be generous...	I'm not a Jerky expert or anything like some of the reviews here. But I've had a few different brands, some the national brands and some smaller ones. I'd have to say this is a bit below average. It was slightly spicy but not terribly tasty and the texture wasn't that good. I didn't get the feeling I was eating quality meat.<br /><br />So why 1 star? Easy. Within 48 hours of opening it I was greeted with bluish white mold covering about 5 or 6 pieces. I'm sure by tomorrow it will be more but it's now in the trash. I don't even know how that happens	2	1
		A21569475E1TP9	Good tea	"Beautiful clear reddish in the cup and delicious with no off taste or ""bite"".  Recommended without hesitation.  Just opened the bag, and I'm ordering some more already."	1	1
		A1QY95B93MAV2G	Was perfect	I ordered this product for a themed baby shower. They went over well and they tasted just like normal cracker jacks. Loved that I could find the box and they fit perfect in favor bags.	0	0
		A3IFL9C0AQ90XF	Can't find it in stores	This is the best coating/glaze to help make BBQ Chicken. I never can find it is the stores so I always buy it here and it is so much cheaper then a store. I pour it in a pie pan roll the chicken in it then bake. After I roll all the chicken I put the remaining glaze in a Zip Lock gallon bag and place in the freezer till the next time. Sometimes I mix the glaze with plain Chicken Shake n Bake for a crunchy BBQ coating.	1	0
		AMLIRJ3CL48W2	My Dogs Hate This Food	If this is supposed to be a top notch dog food, my dogs sure don't think so. There is a very odd smell to this food, it almost smells as if it is bad. Same smell came from the Bison flavor as well.  My dogs won't eat it.  Obviously other dogs like it otherwise they'd be out of business. Sorry I wasted money on 2 cases of this stuff.	1	0
		A1B73WBT0EUCSO	Dog won't eat it.	My pug is, perhaps, too spoiled when it comes to treats. I ordered the chicken and the beef and gave her the chicken first. She turned her nose away. I chopped it and added gravy. She ate the gravy. So I cannot attest to the effectiveness of the product.	1	1
		A35AFK2H8HDMU6	Crunchy, healthy, satisfying goodness in every bite!	"Been munching on these for now 10 or so years. Can't believe I didn't write a review earlier! Basically these are your healthier, organic alternative to regular popcorns. You might be surprised by its much firmer texture (than popcorn) at first, but go through a couple, and if you're like me, you'll appreciate the quality crunch and just the right balance of sea salt! I was hooked so fast, I was just chugging the ziplock bag into my mouth for a mouthful of tasty treat, and no, didn't need to reseal the pouch! The spicy version is just as good - it isn't that spicy (it's ""slightly spicy"") and highly addictive. Try both and you will not go back to those greasy popcorns! Yay for Grandpa Po's!"	0	0
		A1U649FUSUINKH	LOVE IT!!!!!	i had a kerig before and it broke. the company said it was because i was using expresso in the k-cup and it was to fine and cloged the machine. kerig does not make a k-cup with spanish coffee so when i found these i was very happy. i have been using these for about a month and i love them and it is so much cheaper. i would highly recommend these.	0	0
		A1FIJXX5LUYR4Q	AWESOME	not truly spicy my 2 year old loves this stuff!<br />great on chicken, even chicken nuggets, for spring rolls- the crispy ones and even fries.<br />it's sweet and spicy all in one so very good	0	0
		AY12DBB0U420B	No cholesterol. No Sodium. Not Very Sweet. Good Taste.	In my trip through the health area of my local food market I stumbled upon Enjoy Life Boom Choco Boom Dark Chocolate Bar. I just can't resist trying things such as this. Into the cart it went. It's rather good. It says it's dairy, nut and soy free, and I'll take their word. The question is taste. Well, it's a good tasting bar. I have a couple others that I would regard higher. but this one is quite good. It's a bit high in calories (170 per bar) but has no cholesterol or sodium. Not bad. I'll pick it up again.<br /><br />Gary Peterson	0	0
		A1NUGHVW06D9AA	CAT PUKED after eating this runny slop	"This slop has the color and consistency of baby diarrhea with whole peas in it. Our cat ate less than half a bowl of this slop and immediately puked all over the carpet!<br /><br />She devours the Felidae Platinum, (which we feed as an occasional alternative to Newman's Own Turkey). She was raised on Felidae dry, so I can say that generally the Canidae Company provides quality products... except for this grain-free slop. You can find the good stuff at: <a href=""http://www.amazon.com/gp/product/B000WFL09S"">Felidae Canned Cat Food for Senior and Overweight Cats, Platinum Diet Formula (Pack of 12 13 Ounce Cans)</a><br /><br />Absolutely do not order this slop from Amazon because they will charge you $10.70 for the privilege of returning the 11 cans your cat will not eat. Before you make the same stupid mistake I did, buy a can from your local pet food store and try it out first. Then, when your cat pukes this slop back up, you will only be out $1.59 instead of the $27.94 Amazon nailed me.<br /><br />In my opinion, your cat and you will be much better off with Newman's Own Organic cat food, especially the turkey and chicken. The Newman food literally brought our cat back from the brink of death! After we listened to our former vet and fed her Science Diet K/D, she dropped down to less than 4 pounds in a month. We switched her back to Newman's Own Turkey and within one 24-case of small cans she was back up to her usual weight of 6.2lbs, and has maintained that healthy weight for over 6 months. She also gained increased mobility after we stopped feeding her the K/D. I read somewhere that Science Diet buys veterinary students their books in exchange for their later recommendations of their products. Nice.<br /><br />Just say NO to Science Diet and Felidae Grain Free Formula. Here's the good stuff: <a href=""http://www.amazon.com/gp/product/B000VK8HJ0"">Newman's Own Organics Turkey & Vegetable Formula for Cats, 5.5-Ounce Cans (Pack of 24)</a><br /><br />(Did they really want me to post a video with this review? Would you? Then its unanimous, this review will remain video-free!)"	1	0
		A293G2YSRLXGG0	The best yet found	"I learned about these from a co-worker after he made a bulk purhcase of several kinds of beef sticks a year ago.  He spread them around and so I got to sample a variety: I've ordered the Honey Stung four times since then. Two other co-workers have also ordered them on several occassions this past year and they're ""believers"" too.  Additionally, we've all ordered several of the Buffalo Bills brands and they're all superb!  As long as you don't eat the whole bag, I'd also call these ""Atkins friendly"" as well, as that is also a motivator for me ordering these so many times (other than them being just being great, well-seasoned snacks).  Buy 'em, you'll love 'em!"	0	0
		AUE05A41ALEPX	Highest quality, delicious food for your cats!	My cats both LOVE this food.  I've had varying success with about 7 different kinds of canned food.  This one is a hit with both.  It's natural, mostly organic, doesn't have any junk or fillers, and I have peace of mind knowing that we're giving them high quality food from an ethical company.  Since they've been on this diet they are more active, alert and happy.  Their coats are so soft and shiny and they seem to be shedding less.  Cannot say how relieved I am to have finally found a food they like that is so good for them as well.  It is pricey but if you want to save on costly vet bills down the road due to illness caused by poor nutrition, this is the way to go.	2	0
		A8QITLROF01FW	Pretty Good	A nice juice drink, but it just didn't grab me like other flavors did. I would probably not purchase it in the future, though I did not dislike it. Like I said, it just didn't grab me.	0	0
		A1X9OJN30EBE3M	At 135 Calories Per 8 Ounces, This Was Not What I Was Hoping For	"UPDATE: April 3, 2009<br />I ""ordered"" this drink through the Vine program based upon the description (see below). I was hoping that it would be what it claimed: ""A HEALTHY ALTERNATIVE."" Upon getting this drink I realized that it was actually a fruit juice product, which as such cannot be ""healthy."" Fruit juice consumption is one of the larger contributing/leading causes of weight gain. Therefore the following review is an exposition of why I, along with the dietitians and nurses that I work with at the Veterans Administration, have rated this a one star product.<br /><br />As an avid diet soda drinker who consumes at least 100 ounces per day, I am always looking for alternatives.  Sadly, Switch is anything but that.  Switch is little more than Shasta (TM) non-caffeinated sodas, but with a few more calories!  The ""diet"" drink I was hoping it would be, turned out to be nothing short of ""off the diet.""  As far as I am concerned, Switch is a ""wolf in lamb's clothing"" for those who consider themselves ""heath conscious.""<br /><br />The description, which is rhetoric at its best, states:<br /><br />""The Switch is a great tasting HEALTHY ALTERNATIVE [emphasis added] to soda. The Switch is 100% juice that is carbonated and contains 100% of DV [Daily Value--not Recommended Daily Amount--based on a 2000 calorie diet] of Vitamin C. It has no sugar added and contains nothing artificial. Its just juice, bubbles and Vitamin C. You'll love The Switch because it has the bold taste and nutritional value of a FORTIFIED [emphasis added] juice, with the carbonated refreshment of a soda.  The Switch is 100% of what you want in a soda, and 0% of what you don't[.]""<br /><br />Here is what the label actually provides--again, based upon what they call Daily Value (DV), similar to regular sodas:<br />Serving Size: 8.3 fl oz (245 ml)<br />Servings [per can]: 1<br />Total Fat: 0g  0% DV<br />Sodium: 15mg  1% DV<br />Total Carb: 34g  11% DV<br /> SUGAR [emphasis added]: 33g<br />Protein: 0g  0% DV<br /><br />Then separately listed:<br />Vitamin C: 100%<br /><br />There is no direct indication of the amount of Vitamin C, nor is there any direct indication that the Vitamin C--contrary to their description--is not added; just as the sodium is added.  Since it is listed separately, and other sodas indicate they are NOT a source of Vitamin C, I must conclude that the Vitamin C does not come from the juice, but is added.<br /><br />Relative to the regular soda that I am currently drinking (I grabbed the wrong bottle), Coca-Cola Cherry (TR), Switch Black Cherry has 6g more carbohydrates (listed as ""Carb"" above), but 10mg more sodium--although both amounts are listed as 1% of the Daily Value--than 8oz of the Coca-Cola Cherry (TR) soda pop.<br /><br />As for actual ingredients, here is a comparison of Switch Black Cherry and Coca-Cola Cherry (TR):<br />Switch: 100% JUICE (FILTERED SPARKLING WATER SUFFICIENT TO RECONSTITUTE JUICE CONCENTRATES, APPLE, GRAPE, KIWI, ACEROLA, RASPBERRY AND STRAWBERRY JUICE CONCENTRATES), NATURAL FLAVORS, ASCORBIC ACID (VITAMIN C).<br /><br />Coca-Cola (TR): CARBONATED WATER, HIGH FRUCTOSE CORN SYRUP, CARMEL COLOR, PHOSPHORIC ACID, NATURAL FLAVORS, CAFFEINE [23 mg/8 fl oz].<br /><br />Given that acerola is high in Vitamin C, and used in baby foods, I am unsure why ascorbic acid is added to the Switch.  Phosphoric acid is added to soda and other foods to acidify them; that is, to give them a tangy or sour taste--which is derived from the fruit in Switch--at a lower cost that extracting it from fruit.  The carbohydrates in the Switch drink are primarily from the juice, while the corn syrup provides all the carbohydrates in the Coca-Cola (TR).  So, in the end, the only real inexpedience difference in the source of carbohydrates; excluding the added caffeine to this particular soda.<br /><br />That leaves taste.  And to be honest, I prefer sugar substituted soft drinks--and was hoping that Switch would be a way to avoid using sugar substitutes, since some poorly done research suggests that sugar substitutes lead to people consuming more calories (a whole different story, but one I was hoping that Switch would help with).  That said, I must agree with other reviewers that I found the drink to be overly sweet, as did the four other people with whom I shared this drink.  Indeed, I would compare Switch Kiwi with Crystal Light or Sam's Choice with sugar substitute made with too little Club Soda.<br /><br />But drinking Switch MAY BE COOL!?"	1	2
		A3TTB209FM9EVP	Vidalia Onion Vinigrette	This will be great with all that I use it for<br /> Thanks, Linda	0	2
		A1A9CR9ZHUOEG	Lowery's Bacon Curls	This product was very easy to prepare and was actually good tasting. Had the guys over for football party they loved them!!!!	0	0
		A7T3EGPBVMO6Y	Not For A Strong Chewer	We bought the large one for our dog thinking it was a neat idea to keep him occupied (and it is a really good idea for a toy) but apparently our 20lb dog has jaws of steel because the plastic broke the first time he played with it. He's not not a monster dog by any means but this just couldn't hold up to my dog.	0	0
		A2YIZ917XORVV6	Expensive!  Huge increase in price.	My dogs are absolutely crazy about these; they're like crack for dogs.  I last purchased some in Fall 2010 for $14 for 24; then we decided to take a break from them for awhile to ease the addiction.  Feeling soft, I thought to purchase some again.  Now, less than a year later in June 2011, they are almost $20 for 24.  That's an outrageous price increase in a short amount of time.  Yes, those of us who have dogs love our dogs, but I feel like our love for them is being taken advantage of.  I can only imagine what the profit margin is...	1	0
		A1N0JVDW4YVYD2	Smooth and light breakfast coffee	This is a very balanced and smooth light coffee great for a first cup of the day.	1	0
		A3BUE5AHX4M0FS	YUMMY	I found these crisps at our local WalMart & figured I would give them a try. They were so yummy I may never go back to regular chips, not that I was a big chip fan anyway. The only problem is I can eat the entire bag in one sitting. I give these crisps a big thumbs up!	0	0
		APTZFVMFYHIQ2	popchips	These popchips are a great alternative when you need a munchie, crunchie snack. They are much lower in calories/fat than regular chips and are portioned controlled. I especially like the barbeque flavor or the salt and pepper flavored popchips.	0	1
		A3OBSKAU6LEEII	Rancid Batch	"We have loved this product until the last few days.  As I was playing w/my daughter who is 20 months, she said ""mommy tummy hurts"" and I heard it gurgling.  Her dad heard and said:  ""...well I opened a new can of Oatmeal yesterday, and it smelled horrible, looks very different than past cans"".  Sure enough, I opened it and it was horrible smelling and looked bad  (as noted in other reviews, dark grey flakes mixed in, much darker than normal).  There MUST be something wrong - I plan to contact the company tomorrow and would NOT recommend right now."	4	2
		A1WVOM1UQU9ZN0	The World's Best Sweetener	Stevia is pretty much the only natural zero-calorie sweetener there is, but most of the time the powdered stevia is so bitter!  Not Nustevia!  Nustevia has absolutely NO bitterness, and tastes EXACTLY like real sugar!  It's amazing!  Add it to plain yogurt, you have an amazing guilt-free dessert, breakfast, side dish, snack.  Add it to tea, coffee, recipes, anything!  It is a truly magical product, and it is cheaper in the 12 oz container on Amazon than anywhere else!  They also sell it at GNC, but it is $10 for 4 oz.  Also, for drinks, I highly recommend the extremely potent liquid stevia, as sometimes the powdered version takes a while to dissolve in iced beverages (it eventually does dissolve, though).	0	0
		AS0SPE5TEM74Z	Needs more lemon flavor	Not much of a lemon flavor for lemon cookies, more on the sweet side.  Coconut is listed in the ingredients, but you certainly won't taste it.  My son liked them, so they won't go to waste.  I would not buy them again.	1	0
		A2SNRIDC4QCCXN	Great for a healthy, hot, great-tasting vegan meal on the go!	"There are many workdays when I only have a few minutes for lunch or (all too often) dinner. On these days, Dr. McDougall's products are lifesavers! I keep some fresh, washed veggies in my office fridge and can have a great meal ready in 5 minutes. Just microwave this one, for instance, while cutting up some broccoli, peppers, a carrot, and whatever else I have around (I also added half of a slim yellow squash the other day, cut in little ""twigs"" - delicous!) By the time you're through cutting, you'll have finished with cooking the soup and the soup's ""standing"" time will be almost over. (It needs a few minutes to thicken up.) Take a tablespoon of the broth and a tablespoon of water, add the veggies and the liquid to a big bowl, toss the veggies in the liquid, and microwave for about 1 minute 30 seconds. When through, dump the soup and noodles on top and you have a delicious, healthy meal. The men in my office come sniffing around when the aroma of the soup comes out of the microwave -- several are now also fans, despite being initially worried by the fact that the meal is vegan. When I am organized enough to remember to wash and bring it in, I add a spring onion on top (I just use an office scissors to cut it.) If you can afford the calories, a few drops of toasted sesame oil is a nice addition, as well, as is tamari. YUMMY!"	0	0
		A1D23KFV2A24OV	Not strong enough	The coffee has decent flavor, but even in an 8oz cup, the coffee is a little on the weak side.	0	0
		A3325Y4F55MG8T	yucky	I was very excited to try this coffee flavor, but when I did, I was very dissapointed.  I think the flavor is too strong, especially since it tastes really fake.  It almost tastes like there is alcohol in it.  Since I ordered the double box, I gave one away to a friend who likes this flavor. I would never buy this coffee again.	0	0
		A1JOCFRO3UC0QE	It's a good toy but not as fun to play with as other toys.	I gave this to my dogs to see how they'd take to it.  They both seem confused by it.  At first it just sat on the floor, untouched for a couple of days.  I figured I'd try to lure them into playing with it by putting some really really yummy people food in it for them to sniff out. That definitely worked.  But they lose interest in the toy itself once the treats are gone.  Unlike another toy I purchased that they play with whether or not it has treats in it.<br />You have to show your dog how the treats slide out when you tug on the rope. I don't think my dogs are stupid but they just didn't get it until I went over it a couple of dozen times with them.	0	0
		A1ALOTXWL76OY7	Just OK	I thought these were ok. Not great but not terrible. I'll end up eating the rest of them but I don't know if I'll continue to buy them. I like that they are individually packaged. I like their medium size. I like that they are soft-baked.<br /><br />Otherwise I thought they were rather dry and tasteless and they did a lot of crumbling.  The almonds were whole but small and the chocolate was in small chunks but there weren't enough of either to be a very strong taste.  I even thought it could have used more oatmeal which maybe would have kept it from being so crumbly.<br /><br />I guess I was just expecting more of a sweet taste from something with chocolate and almonds.  Adding brown sugar probably would have ruined the nutrition label but it would have helped the taste problem considerably.	1	0
		A15PIAQT55GNCA	you will love it	this is great coconut water and there is no added sugar. its all natural and they use ripe coconut not young coconut.	0	0
		A7SK91SE8UZE6	MY DOG HATED THEM	My little dog wouldn't even lick it, she isn't going to even get close to it.  Beware!  She loves her treats and I was hoping after reading the other reviews that it would be good for her and her breath, but what a waste of $5.  So frustrated!<br /><br />Just a friendly warning, you might have to send them back.	0	3
		A3I517529KWCR9	excellent if made with Almond Milk and Bananas	I am vegan and used to smoke pot and had no issues with eating stems and seeds.  I also didn't mind water with the plain hemp protein powder but this flavor made it nasty and slimy.<br /><br />However, a banana and some almond milk made it taste awesome, mouth watering awesome but it is cheaper to just get the 3 lb bag IMHO.<br /><br />It is healthy and wish it was more popular because maybe there would be demand for better flavor and quality but sadly, it is associated with Marijuana, the drug that is less addictive than caffeine but loaded with propaganda that make people fear using this extremely healthy food.	1	0
		A3MGP2E1ZZ6GRB	it's oatmeal	What else do you need to know? Oatmeal, instant (make it with a half cup of low-fat milk and add raisins;nuke for 90 seconds). More expensive than Kroger store brand oatmeal and maybe a little tastier or better texture or something. It's still just oatmeal. Mmm, convenient!	1	0
